id,date,customer_id,product_id,quantity,amount,discount,status,region
1014,2024-07-25,187,14,5,23.7,0.05,completed,North
1015,2025-01-31,26,9,7,531.93,0.05,completed,West
1016,2024-01-11,118,15,1,9.99,0,completed,South
1017,2024-12-21,91,24,3,1499.97,0,refunded,South
1018,2024-01-11,102,14,7,34.93,0,completed,West
1019,2025-09-06,69,3,10,3324.9,0.05,completed,South
1020,2024-07-24,33,12,8,31.92,0,completed,South
1021,2025-07-29,91,5,9,2294.92,0.15,completed,South
1022,2024-12-09,131,7,3,152.97,0.15,completed,North
1023,2025-12-16,187,17,3,1139.97,0.05,completed,North
1024,2024-06-15,152,12,3,11.97,0,completed,South
1025,2025-04-30,134,6,10,299.9,0,pending,East
1026,2024-02-23,120,14,8,33.93,0.15,completed,North
1027,2025-02-11,81,11,7,148.69,0.15,completed,North
1028,2025-03-31,161,7,6,359.94,0,completed,East
1029,2025-03-23,44,14,2,9.98,0,pending,South
1030,2024-06-18,97,17,6,2279.94,0.05,completed,South
1031,2024-02-27,9,25,3,209.97,0,completed,East
1032,2025-04-16,72,2,7,4199.93,0,completed,North
1033,2025-11-14,89,24,4,1899.96,0.05,completed,East
1034,2025-03-09,68,5,9,2699.91,0,completed,East
1035,2024-03-24,89,15,9,89.91,0,completed,East
1036,2024-08-18,14,25,1,59.49,0.15,pending,East
1037,2025-01-01,110,7,6,359.94,0,completed,West
1038,2025-06-23,104,9,2,135.98,0.15,completed,West
1039,2024-03-21,25,14,7,31.44,0.1,completed,South
1040,2025-05-09,55,22,1,33.99,0.15,pending,South
1041,2025-08-23,167,24,3,1499.97,0,completed,South
1042,2024-06-26,182,13,1,14.99,0,completed,North
1043,2024-03-05,61,14,5,21.21,0.15,refunded,South
1044,2024-11-21,143,1,9,8099.91,0,completed,North
1045,2024-08-08,177,1,2,1799.98,0,completed,East
1046,2024-07-03,167,18,9,1349.91,0,refunded,South
1047,2025-06-27,149,12,2,7.98,0,completed,East
1048,2025-02-05,29,4,4,509.97,0.15,completed,West
1049,2024-03-25,77,20,9,458.92,0.15,pending,West
1050,2025-04-08,160,11,5,124.95,0,refunded,North
1051,2024-01-19,63,23,6,455.94,0.05,completed,East
1052,2024-07-17,14,9,6,455.94,0.05,completed,East
1053,2024-12-21,82,3,8,2799.92,0,completed,North
1054,2024-01-12,185,24,2,899.98,0.1,completed,North
1055,2025-05-16,124,22,8,319.92,0,refunded,East
1056,2024-08-14,70,1,7,5984.93,0.05,refunded,West
1057,2025-05-17,48,13,10,149.9,0,pending,South
1058,2024-04-15,122,18,5,674.96,0.1,pending,North
1059,2024-12-06,137,21,10,1299.9,0,pending,East
1060,2025-01-26,98,23,3,239.97,0,completed,West
1061,2024-01-03,100,9,3,227.97,0.05,refunded,North
1062,2025-06-04,43,18,2,269.98,0.1,refunded,South
1063,2024-12-10,28,13,6,85.44,0.05,refunded,South
1064,2024-10-11,1,1,2,1529.98,0.15,refunded,South
1065,2024-05-21,154,9,1,79.99,0,completed,South
1066,2024-07-06,84,16,2,449.98,0.1,completed,South
1067,2025-08-30,14,4,6,899.94,0,refunded,East
1068,2024-12-15,156,18,8,1079.93,0.1,pending,West
1069,2024-07-24,160,12,9,34.11,0.05,completed,North
1070,2025-03-22,54,24,1,499.99,0,pending,East
1071,2024-10-19,93,16,5,1249.95,0,pending,West
1072,2024-11-05,56,5,7,1889.94,0.1,refunded,South
1073,2025-04-24,148,4,5,674.96,0.1,completed,North
1074,2024-05-22,22,23,7,559.93,0,pending,North
1075,2024-07-07,44,18,8,1019.93,0.15,completed,South
1076,2024-10-25,94,2,1,599.99,0,completed,West
1077,2024-06-23,15,6,4,113.96,0.05,completed,West
1078,2025-06-11,22,9,3,215.97,0.1,refunded,North
1079,2025-10-15,3,22,4,151.96,0.05,completed,North
1080,2024-12-03,19,22,2,79.98,0,completed,East
1081,2025-11-14,31,8,2,179.98,0,completed,South
1082,2025-03-25,12,16,1,224.99,0.1,completed,East
1083,2025-03-06,119,24,1,499.99,0,refunded,South
1084,2024-08-31,178,3,6,2099.94,0,pending,West
1085,2024-03-31,167,23,3,239.97,0,completed,South
1086,2024-11-05,172,17,1,399.99,0,completed,West
1087,2024-03-19,161,25,6,398.94,0.05,completed,East
1088,2025-03-23,28,13,1,14.99,0,completed,South
1089,2025-05-19,140,9,8,639.92,0,refunded,East
1090,2025-08-17,124,15,2,19.98,0,pending,East
1091,2024-02-06,155,5,10,2849.9,0.05,pending,South
1092,2025-12-27,132,2,2,1199.98,0,completed,West
1093,2025-10-18,7,13,5,63.71,0.15,completed,West
1094,2025-01-23,144,5,6,1529.95,0.15,refunded,North
1095,2025-12-01,174,10,9,1025.91,0.05,pending,West
1096,2025-01-15,51,23,7,475.94,0.15,refunded,South
1097,2025-11-16,35,14,9,40.42,0.1,pending,South
1098,2024-08-25,114,5,3,809.97,0.1,pending,South
1099,2024-01-13,100,1,10,8099.91,0.1,completed,North
1100,2024-06-14,142,14,3,13.47,0.1,completed,North
1101,2025-08-25,190,5,9,2294.92,0.15,completed,West
1102,2024-03-26,54,1,1,899.99,0,completed,East
1103,2024-04-05,44,16,1,237.49,0.05,completed,South
1104,2025-02-21,159,13,1,14.99,0,completed,East
1105,2024-05-29,51,18,7,1049.93,0,refunded,South
1106,2025-09-17,182,15,3,26.97,0.1,completed,North
1107,2025-09-05,28,25,4,279.96,0,refunded,South
1108,2025-07-16,163,7,8,479.92,0,pending,West
1109,2024-01-05,60,12,1,3.59,0.1,completed,North
1110,2025-05-25,48,23,9,611.92,0.15,completed,South
1111,2024-01-21,170,25,3,199.47,0.05,pending,West
1112,2024-02-07,146,20,9,512.91,0.05,refunded,West
1113,2024-06-27,140,21,2,259.98,0,completed,East
1114,2024-02-11,182,18,8,1019.93,0.15,pending,North
1115,2024-03-11,74,5,1,299.99,0,completed,South
1116,2025-04-18,51,7,8,455.92,0.05,completed,South
1117,2024-04-11,110,1,5,4274.95,0.05,completed,West
1118,2025-12-14,137,1,9,7289.92,0.1,pending,East
1119,2024-11-22,196,25,9,629.91,0,refunded,East
1120,2025-07-17,167,23,3,215.97,0.1,completed,South
1121,2025-01-24,25,3,2,699.98,0,refunded,South
1122,2025-04-07,83,17,4,1599.96,0,completed,West
1123,2024-05-16,163,13,2,26.98,0.1,completed,West
1124,2025-11-16,32,8,5,449.95,0,completed,North
1125,2025-01-08,53,1,7,6299.93,0,completed,East
1126,2025-03-14,189,11,4,99.96,0,completed,South
1127,2025-03-27,163,21,6,779.94,0,completed,West
1128,2025-08-13,163,24,5,2499.95,0,refunded,West
1129,2025-04-18,148,8,5,427.45,0.05,pending,North
1130,2025-08-11,34,25,9,566.92,0.1,completed,East
1131,2024-09-30,83,9,1,79.99,0,completed,West
1132,2025-06-18,78,16,1,249.99,0,completed,North
1133,2024-07-07,128,18,4,599.96,0,pending,South
1134,2025-01-17,104,25,6,419.94,0,completed,West
1135,2025-05-11,53,21,7,909.93,0,pending,East
1136,2024-05-25,104,10,4,431.96,0.1,completed,West
1137,2024-06-13,10,5,9,2699.91,0,completed,West
1138,2024-12-08,50,17,1,339.99,0.15,pending,East
1139,2025-10-24,53,19,10,7999.9,0,completed,East
1140,2024-09-30,10,9,3,239.97,0,pending,West
1141,2024-02-23,19,25,6,419.94,0,pending,East
1142,2024-08-17,115,22,3,107.97,0.1,completed,North
1143,2024-10-30,161,16,10,2499.9,0,completed,East
1144,2025-09-24,10,19,6,4799.94,0,completed,West
1145,2025-01-04,47,3,3,944.97,0.1,refunded,North
1146,2025-07-05,2,23,8,575.93,0.1,refunded,South
1147,2025-06-15,93,3,7,2449.93,0,refunded,West
1148,2024-04-28,3,12,5,19.95,0,completed,North
1149,2024-09-16,102,12,10,33.92,0.15,completed,West
1150,2025-09-08,53,11,9,224.91,0,completed,East
1151,2024-09-14,156,24,1,499.99,0,completed,West
1152,2025-10-09,23,3,9,3149.91,0,completed,East
1153,2025-09-23,44,16,9,1912.42,0.15,completed,South
1154,2024-05-07,66,12,7,27.93,0,completed,East
1155,2025-11-13,32,24,4,1999.96,0,completed,North
1156,2024-11-07,90,7,5,254.96,0.15,completed,East
1157,2024-02-26,165,14,6,29.94,0,refunded,South
1158,2025-07-02,69,9,7,559.93,0,completed,South
1159,2025-05-13,183,22,9,359.91,0,completed,East
1160,2025-03-24,77,18,3,449.97,0,refunded,West
1161,2025-08-04,18,12,6,20.35,0.15,refunded,East
1162,2024-08-02,159,5,1,284.99,0.05,completed,East
1163,2024-02-07,92,19,3,2159.97,0.1,completed,North
1164,2024-11-30,144,25,2,139.98,0,completed,North
1165,2024-10-13,162,23,10,799.9,0,completed,South
1166,2024-06-13,160,13,10,127.42,0.15,completed,North
1167,2025-11-26,68,18,3,404.97,0.1,completed,East
1168,2024-11-08,176,1,6,5399.94,0,refunded,East
1169,2025-03-21,39,25,8,531.92,0.05,completed,South
1170,2024-04-21,130,16,7,1574.94,0.1,completed,East
1171,2025-06-08,92,25,5,332.45,0.05,refunded,North
1172,2024-11-02,43,22,9,305.92,0.15,completed,South
1173,2025-01-18,30,3,4,1329.96,0.05,completed,North
1174,2024-02-02,67,18,3,382.47,0.15,refunded,North
1175,2025-03-13,193,25,1,59.49,0.15,completed,West
1176,2024-07-28,38,8,1,80.99,0.1,completed,North
1177,2025-06-21,131,8,7,535.44,0.15,completed,North
1178,2025-11-26,46,4,8,1019.93,0.15,completed,North
1179,2025-04-05,52,4,10,1499.9,0,completed,North
1180,2025-11-12,43,22,10,379.91,0.05,completed,South
1181,2025-08-08,27,24,10,4999.9,0,completed,North
1182,2025-04-26,1,1,10,7649.91,0.15,refunded,South
1183,2025-07-09,147,12,6,23.94,0,refunded,East
1184,2025-05-12,158,5,7,1784.94,0.15,refunded,East
1185,2024-08-26,144,11,8,199.92,0,completed,North
1186,2024-06-18,147,25,10,594.91,0.15,pending,East
1187,2024-03-11,115,24,9,4274.91,0.05,completed,North
1188,2024-11-29,90,15,10,99.9,0,refunded,East
1189,2024-04-03,115,20,6,305.95,0.15,completed,North
1190,2025-06-02,183,10,7,839.93,0,refunded,East
1191,2025-02-07,84,10,10,1079.91,0.1,completed,South
1192,2024-03-02,70,12,2,7.98,0,completed,West
1193,2025-04-30,96,12,6,23.94,0,refunded,West
1194,2025-11-11,97,7,8,479.92,0,completed,South
1195,2025-05-10,145,11,5,106.21,0.15,pending,South
1196,2025-09-19,167,9,1,67.99,0.15,completed,South
1197,2024-10-26,18,23,9,719.91,0,refunded,East
1198,2025-02-21,13,24,9,3824.92,0.15,pending,West
1199,2024-11-30,108,22,10,359.91,0.1,completed,East
1200,2024-06-19,37,7,4,239.96,0,completed,South
1201,2024-05-11,29,8,4,359.96,0,pending,West
1202,2025-08-24,76,2,4,2159.96,0.1,completed,West
1203,2024-10-20,174,13,2,25.48,0.15,pending,West
1204,2024-12-26,175,21,1,123.49,0.05,completed,South
1205,2024-01-30,186,15,9,80.92,0.1,completed,South
1206,2024-10-22,67,12,8,28.73,0.1,completed,North
1207,2024-01-08,76,12,1,3.39,0.15,completed,West
1208,2025-12-18,173,16,10,2124.91,0.15,completed,South
1209,2024-11-24,86,15,5,49.95,0,refunded,West
1210,2025-04-24,75,2,7,4199.93,0,completed,East
1211,2025-10-03,13,22,10,399.9,0,pending,West
1212,2024-01-08,155,3,9,2677.42,0.15,completed,South
1213,2024-02-21,150,5,9,2429.92,0.1,completed,South
1214,2025-11-12,65,20,1,59.99,0,completed,North
1215,2024-09-29,177,17,1,399.99,0,completed,East
1216,2025-12-07,172,22,3,119.97,0,completed,West
1217,2025-04-10,96,3,6,2099.94,0,completed,West
1218,2025-09-15,192,5,10,2999.9,0,refunded,West
1219,2025-12-26,144,8,2,152.98,0.15,completed,North
1220,2024-01-08,15,20,4,239.96,0,pending,West
1221,2024-01-12,31,16,1,224.99,0.1,completed,South
1222,2025-09-03,95,10,4,431.96,0.1,refunded,North
1223,2025-05-21,20,9,5,339.96,0.15,completed,South
1224,2024-10-10,122,2,2,1199.98,0,completed,North
1225,2024-06-03,185,7,10,569.9,0.05,completed,North
1226,2024-10-25,146,10,10,1199.9,0,pending,West
1227,2025-01-20,158,25,2,139.98,0,completed,East
1228,2024-11-28,35,10,1,107.99,0.1,pending,South
1229,2025-11-06,179,24,1,499.99,0,completed,South
1230,2025-06-28,171,13,8,113.92,0.05,refunded,South
1231,2024-07-27,181,9,10,799.9,0,completed,West
1232,2025-12-24,45,25,6,419.94,0,pending,South
1233,2025-01-12,194,10,5,539.95,0.1,completed,West
1234,2025-08-23,76,2,4,2279.96,0.05,pending,West
1235,2025-10-31,110,10,4,455.96,0.05,pending,West
1236,2024-12-17,20,10,7,839.93,0,completed,South
1237,2025-12-04,22,17,5,1999.95,0,refunded,North
1238,2024-03-08,163,18,9,1147.42,0.15,completed,West
1239,2025-02-28,119,25,3,178.47,0.15,completed,South
1240,2024-06-04,161,7,9,539.91,0,refunded,East
1241,2024-05-22,46,5,10,2549.91,0.15,refunded,North
1242,2025-10-21,27,17,2,799.98,0,refunded,North
1243,2024-01-30,89,9,5,399.95,0,completed,East
1244,2025-01-10,118,16,10,2499.9,0,refunded,South
1245,2024-06-19,142,12,8,27.13,0.15,refunded,North
1246,2025-10-02,4,9,7,559.93,0,pending,West
1247,2025-01-19,55,7,7,398.93,0.05,completed,South
1248,2024-06-18,165,23,3,227.97,0.05,pending,South
1249,2025-06-11,78,6,2,50.98,0.15,completed,North
1250,2025-06-07,155,15,1,9.49,0.05,refunded,South
1251,2024-02-14,8,9,6,479.94,0,completed,East
1252,2024-11-11,145,10,3,359.97,0,refunded,South
1253,2025-03-03,54,16,9,2137.41,0.05,pending,East
1254,2024-03-30,129,13,4,50.97,0.15,refunded,South
1255,2024-11-30,180,20,2,107.98,0.1,refunded,East
1256,2024-05-04,158,22,3,107.97,0.1,completed,East
1257,2025-03-22,182,4,9,1282.41,0.05,refunded,North
1258,2024-05-24,117,2,4,2399.96,0,refunded,South
1259,2025-03-20,10,22,8,319.92,0,pending,West
1260,2024-04-11,23,4,10,1274.91,0.15,completed,East
1261,2024-03-04,145,1,5,4499.95,0,completed,South
1262,2024-07-30,195,24,2,899.98,0.1,completed,South
1263,2025-02-10,50,14,5,22.46,0.1,completed,East
1264,2024-12-25,27,5,8,2039.93,0.15,completed,North
1265,2025-11-12,36,2,3,1799.97,0,pending,West
1266,2024-07-10,163,9,1,71.99,0.1,completed,West
1267,2025-03-31,114,16,3,749.97,0,completed,South
1268,2025-07-09,108,18,1,149.99,0,completed,East
1269,2025-06-18,58,17,6,2399.94,0,completed,South
1270,2025-06-30,69,7,3,179.97,0,completed,South
1271,2024-12-25,188,11,4,99.96,0,completed,North
1272,2024-06-05,142,8,7,566.94,0.1,pending,North
1273,2025-11-25,183,1,10,8549.9,0.05,completed,East
1274,2024-08-06,124,21,5,649.95,0,completed,East
1275,2024-02-13,77,4,6,899.94,0,pending,West
1276,2024-08-09,122,25,8,503.93,0.1,pending,North
1277,2025-02-13,8,9,7,559.93,0,completed,East
1278,2025-04-15,25,19,3,2399.97,0,completed,South
1279,2025-03-03,8,11,3,67.47,0.1,refunded,East
1280,2025-06-18,101,11,1,23.74,0.05,completed,South
1281,2025-03-28,124,14,9,42.66,0.05,completed,East
1282,2024-01-13,194,4,3,404.97,0.1,completed,West
1283,2024-01-27,14,1,8,6119.93,0.15,completed,East
1284,2024-04-18,80,11,6,149.94,0,completed,East
1285,2025-02-14,90,19,9,7199.91,0,completed,East
1286,2024-08-31,103,18,4,509.97,0.15,refunded,East
1287,2024-11-02,59,20,7,377.94,0.1,completed,North
1288,2025-09-23,35,22,7,237.94,0.15,completed,South
1289,2024-04-21,170,5,4,1199.96,0,pending,West
1290,2025-01-23,166,15,6,59.94,0,completed,West
1291,2024-12-04,53,3,7,2449.93,0,completed,East
1292,2024-03-27,59,13,4,56.96,0.05,completed,North
1293,2025-07-07,67,3,5,1574.96,0.1,completed,North
1294,2025-03-17,137,1,3,2699.97,0,completed,East
1295,2025-07-11,2,19,3,2159.97,0.1,completed,South
1296,2024-12-21,109,1,2,1799.98,0,pending,South
1297,2024-08-22,142,8,1,76.49,0.15,completed,North
1298,2024-06-24,60,16,10,2499.9,0,completed,North
1299,2024-09-08,26,20,6,359.94,0,pending,West
1300,2024-10-23,70,19,3,2399.97,0,pending,West
1301,2025-04-14,46,3,7,2449.93,0,completed,North
1302,2024-04-14,165,20,3,179.97,0,completed,South
1303,2025-05-03,117,4,6,899.94,0,completed,South
1304,2025-10-28,3,7,6,359.94,0,refunded,North
1305,2025-12-13,196,10,9,1079.91,0,refunded,East
1306,2025-04-20,141,21,7,909.93,0,completed,East
1307,2024-02-16,8,8,2,161.98,0.1,completed,East
1308,2024-08-26,86,20,9,458.92,0.15,completed,West
1309,2024-04-10,135,2,6,3599.94,0,pending,South
1310,2025-06-23,135,6,5,127.46,0.15,completed,South
1311,2024-09-29,189,11,7,174.93,0,pending,South
1312,2024-08-29,14,8,7,629.93,0,pending,East
1313,2025-05-02,43,3,4,1399.96,0,completed,South
1314,2025-01-23,136,1,7,6299.93,0,completed,West
1315,2024-04-01,122,14,5,23.7,0.05,completed,North
1316,2024-04-23,43,14,10,49.9,0,pending,South
1317,2025-05-04,133,12,7,23.74,0.15,refunded,South
1318,2025-11-18,116,20,7,419.93,0,completed,West
1319,2025-04-17,48,17,9,3599.91,0,completed,South
1320,2025-06-13,100,5,7,1889.94,0.1,completed,North
1321,2025-01-13,75,15,5,47.45,0.05,completed,East
1322,2024-11-15,16,19,3,2039.97,0.15,completed,South
1323,2024-08-26,153,23,9,719.91,0,refunded,North
1324,2024-04-27,92,5,9,2429.92,0.1,completed,North
1325,2024-06-09,117,9,2,159.98,0,pending,South
1326,2024-11-05,40,17,9,3239.92,0.1,pending,East
1327,2025-06-07,185,20,4,227.96,0.05,pending,North
1328,2024-01-02,197,9,10,759.9,0.05,completed,West
1329,2024-12-05,157,23,7,531.93,0.05,pending,East
1330,2025-11-19,14,24,4,1999.96,0,completed,East
1331,2025-07-11,132,19,1,799.99,0,completed,West
1332,2024-12-19,116,5,8,2039.93,0.15,completed,West
1333,2024-07-13,64,10,9,971.92,0.1,completed,West
1334,2025-03-07,61,1,4,3419.96,0.05,completed,South
1335,2024-02-16,4,14,8,39.92,0,completed,West
1336,2024-07-17,69,12,6,23.94,0,completed,South
1337,2024-04-03,194,1,6,5399.94,0,completed,West
1338,2024-05-30,20,19,6,4319.95,0.1,completed,South
1339,2024-04-05,133,20,3,179.97,0,completed,South
1340,2025-08-19,49,14,1,4.99,0,completed,West
1341,2024-01-12,147,14,7,31.44,0.1,completed,East
1342,2025-12-13,89,14,7,34.93,0,refunded,East
1343,2025-09-21,131,12,3,11.97,0,completed,North
1344,2025-11-25,13,5,1,284.99,0.05,completed,West
1345,2025-07-29,68,17,7,2799.93,0,refunded,East
1346,2024-08-08,42,7,6,305.95,0.15,pending,South
1347,2025-01-06,61,24,2,849.98,0.15,completed,South
1348,2025-01-24,65,17,10,3599.91,0.1,completed,North
1349,2024-02-04,163,22,8,303.92,0.05,completed,West
1350,2025-03-04,143,13,1,14.99,0,completed,North
1351,2024-10-24,103,2,6,3239.95,0.1,completed,East
1352,2024-01-04,165,8,2,170.98,0.05,completed,South
1353,2025-06-27,96,20,3,170.97,0.05,completed,West
1354,2025-04-24,178,10,1,107.99,0.1,completed,West
1355,2025-01-20,99,2,5,2549.96,0.15,completed,South
1356,2025-08-31,85,1,3,2699.97,0,completed,South
1357,2025-01-08,35,25,10,699.9,0,completed,South
1358,2025-05-21,143,9,9,719.91,0,pending,North
1359,2024-12-18,133,13,2,28.48,0.05,completed,South
1360,2024-02-16,81,18,7,997.43,0.05,pending,North
1361,2025-11-27,131,8,10,899.9,0,completed,North
1362,2025-04-23,24,10,2,239.98,0,completed,South
1363,2024-09-28,162,12,8,27.13,0.15,pending,South
1364,2024-11-08,179,24,9,4274.91,0.05,completed,South
1365,2025-04-19,151,19,3,2399.97,0,refunded,North
1366,2024-10-01,13,22,10,399.9,0,refunded,West
1367,2025-02-03,162,11,2,49.98,0,pending,South
1368,2025-02-27,32,21,10,1299.9,0,completed,North
1369,2025-05-08,169,21,5,649.95,0,pending,West
1370,2024-01-04,14,11,10,249.9,0,completed,East
1371,2024-07-29,57,22,9,359.91,0,refunded,East
1372,2025-09-07,81,5,8,2039.93,0.15,pending,North
1373,2024-07-09,23,17,4,1439.96,0.1,completed,East
1374,2025-07-19,9,5,5,1499.95,0,pending,East
1375,2025-08-07,95,13,7,94.44,0.1,refunded,North
1376,2024-06-02,133,22,9,359.91,0,completed,South
1377,2025-03-04,61,22,8,319.92,0,completed,South
1378,2024-11-30,110,18,4,599.96,0,pending,West
1379,2025-08-08,86,18,5,749.95,0,refunded,West
1380,2024-06-15,111,22,5,199.95,0,completed,South
1381,2024-02-18,2,13,4,50.97,0.15,completed,South
1382,2024-09-05,157,20,10,509.91,0.15,refunded,East
1383,2025-03-07,133,18,8,1079.93,0.1,completed,South
1384,2025-01-20,171,19,9,7199.91,0,completed,South
1385,2025-07-26,19,9,7,559.93,0,completed,East
1386,2025-10-04,199,13,3,40.47,0.1,completed,South
1387,2024-08-11,70,15,8,79.92,0,completed,West
1388,2025-12-06,146,12,6,20.35,0.15,completed,West
1389,2024-01-21,118,8,8,719.92,0,completed,South
1390,2025-06-24,89,17,3,1139.97,0.05,completed,East
1391,2024-10-28,14,7,9,485.92,0.1,completed,East
1392,2024-07-04,45,25,10,699.9,0,pending,South
1393,2024-02-23,123,25,7,489.93,0,completed,West
1394,2024-04-16,94,20,8,431.93,0.1,completed,West
1395,2024-04-07,183,10,1,101.99,0.15,completed,East
1396,2025-04-29,189,4,10,1499.9,0,pending,South
1397,2025-05-24,170,5,1,299.99,0,completed,West
1398,2024-12-03,153,24,4,1999.96,0,completed,North
1399,2024-07-31,92,4,1,127.49,0.15,completed,North
1400,2025-04-09,151,17,4,1599.96,0,completed,North
1401,2025-09-08,75,12,6,23.94,0,completed,East
1402,2025-01-04,177,18,3,449.97,0,completed,East
1403,2025-07-03,178,24,5,2249.95,0.1,pending,West
1404,2024-11-14,47,2,7,4199.93,0,pending,North
1405,2025-02-16,173,9,4,319.96,0,completed,South
1406,2024-03-13,151,9,2,135.98,0.15,completed,North
1407,2024-12-17,62,7,3,179.97,0,completed,North
1408,2025-08-11,124,23,9,719.91,0,completed,East
1409,2025-07-08,177,12,3,10.17,0.15,completed,East
1410,2024-09-22,45,4,3,449.97,0,completed,South
1411,2024-06-28,16,4,10,1499.9,0,completed,South
1412,2024-04-07,9,12,7,27.93,0,pending,East
1413,2024-12-31,50,12,7,26.53,0.05,completed,East
1414,2024-01-11,84,12,10,39.9,0,pending,South
1415,2025-07-11,16,14,7,34.93,0,completed,South
1416,2024-09-12,23,22,4,151.96,0.05,refunded,East
1417,2025-03-18,4,12,8,28.73,0.1,completed,West
1418,2024-02-07,128,25,10,699.9,0,completed,South
1419,2024-01-15,134,2,8,4799.92,0,completed,East
1420,2024-03-10,49,18,1,149.99,0,completed,West
1421,2024-06-25,85,2,1,599.99,0,pending,South
1422,2024-07-29,83,20,6,359.94,0,completed,West
1423,2024-09-04,179,4,4,599.96,0,completed,South
1424,2024-07-25,81,17,6,2039.95,0.15,completed,North
1425,2024-06-21,200,25,1,69.99,0,refunded,South
1426,2025-05-16,54,5,7,1784.94,0.15,completed,East
1427,2025-12-05,177,7,5,269.95,0.1,completed,East
1428,2024-10-28,179,18,6,854.94,0.05,refunded,South
1429,2025-11-17,15,11,5,118.7,0.05,pending,West
1430,2025-08-31,121,22,5,189.95,0.05,pending,East
1431,2024-01-10,127,19,2,1439.98,0.1,pending,South
1432,2024-04-09,149,14,6,26.95,0.1,pending,East
1433,2024-12-14,86,17,7,2659.93,0.05,refunded,West
1434,2024-05-07,115,9,6,407.95,0.15,completed,North
1435,2025-12-17,152,7,9,485.92,0.1,pending,South
1436,2025-02-08,64,24,4,1999.96,0,refunded,West
1437,2024-07-04,46,5,8,2399.92,0,refunded,North
1438,2024-05-03,143,22,10,359.91,0.1,pending,North
1439,2024-03-06,148,10,10,1139.9,0.05,pending,North
1440,2025-07-12,197,6,2,56.98,0.05,pending,West
1441,2025-04-26,16,3,8,2659.92,0.05,completed,South
1442,2024-10-01,114,4,7,892.44,0.15,completed,South
1443,2024-02-27,191,9,4,271.97,0.15,completed,South
1444,2024-06-08,7,11,3,63.72,0.15,completed,West
1445,2025-07-28,188,10,9,1025.91,0.05,completed,North
1446,2024-05-03,56,7,9,539.91,0,completed,South
1447,2025-11-20,183,20,4,239.96,0,refunded,East
1448,2024-09-15,34,6,6,179.94,0,refunded,East
1449,2025-10-08,148,5,9,2294.92,0.15,pending,North
1450,2025-08-07,29,2,7,3779.94,0.1,refunded,West
1451,2024-05-14,102,6,8,239.92,0,completed,West
1452,2025-04-22,99,9,9,719.91,0,completed,South
1453,2024-06-20,179,3,4,1259.96,0.1,refunded,South
1454,2025-01-06,111,17,5,1699.96,0.15,completed,South
1455,2025-01-08,31,4,10,1499.9,0,completed,South
1456,2024-01-02,163,24,10,4249.91,0.15,pending,West
1457,2025-09-01,187,15,4,33.97,0.15,completed,North
1458,2025-03-08,94,19,3,2159.97,0.1,completed,West
1459,2025-07-03,160,15,7,69.93,0,refunded,North
1460,2024-11-07,45,9,9,683.91,0.05,refunded,South
1461,2024-07-08,115,4,6,899.94,0,refunded,North
1462,2024-12-02,50,1,10,8999.9,0,completed,East
1463,2025-05-13,29,4,8,1199.92,0,pending,West
1464,2025-09-21,146,19,1,719.99,0.1,pending,West
1465,2024-05-19,146,18,6,764.95,0.15,completed,West
1466,2025-11-10,33,21,8,1039.92,0,refunded,South
1467,2025-02-28,102,2,5,2699.95,0.1,completed,West
1468,2025-11-09,144,23,6,431.95,0.1,completed,North
1469,2024-05-03,23,16,3,637.47,0.15,refunded,East
1470,2024-09-06,7,13,6,89.94,0,refunded,West
1471,2024-11-06,123,16,2,499.98,0,completed,West
1472,2024-07-11,133,8,10,854.9,0.05,refunded,South
1473,2025-08-20,96,23,6,455.94,0.05,completed,West
1474,2024-01-29,75,14,9,38.17,0.15,refunded,East
1475,2025-06-09,110,16,7,1487.44,0.15,pending,West
1476,2024-06-16,99,19,8,6399.92,0,refunded,South
1477,2024-10-01,82,4,4,599.96,0,refunded,North
1478,2025-10-02,11,22,4,135.97,0.15,completed,South
1479,2024-04-11,46,17,8,2879.93,0.1,completed,North
1480,2025-07-02,99,6,9,269.91,0,completed,South
1481,2025-09-26,135,14,6,29.94,0,pending,South
1482,2024-03-25,140,1,6,5129.94,0.05,completed,East
1483,2025-07-28,103,22,5,189.95,0.05,refunded,East
1484,2025-08-31,158,24,5,2499.95,0,completed,East
1485,2024-07-19,167,6,3,89.97,0,completed,South
1486,2025-02-03,2,12,5,19.95,0,completed,South
1487,2024-09-03,179,16,5,1249.95,0,completed,South
1488,2024-02-24,143,13,3,38.22,0.15,completed,North
1489,2024-02-28,75,8,1,89.99,0,completed,East
1490,2024-01-13,152,22,2,79.98,0,completed,South
1491,2025-04-26,120,11,5,118.7,0.05,completed,North
1492,2024-05-30,199,22,7,237.94,0.15,pending,South
1493,2025-09-21,157,13,4,59.96,0,completed,East
1494,2024-10-06,14,23,9,719.91,0,completed,East
1495,2025-06-05,54,5,7,2099.93,0,pending,East
1496,2025-03-25,103,18,6,764.95,0.15,completed,East
1497,2024-08-04,179,20,5,299.95,0,refunded,South
1498,2025-04-02,32,12,7,25.14,0.1,completed,North
1499,2024-07-30,7,25,6,419.94,0,refunded,West
1500,2024-11-18,47,18,7,1049.93,0,refunded,North
1501,2024-04-08,103,2,3,1529.97,0.15,completed,East
1502,2025-12-19,18,6,6,179.94,0,completed,East
1503,2025-09-06,124,17,7,2799.93,0,pending,East
